1.0 2.0 2.0 0.0 1.0 1.0 1.000000000000001 -1.7516230804060213e-45 0.09131019571467452
1.0 2.0 2.0 0.0 2.0 1.0 0.9999999999999994 2.627434620609032e-46 0.09131019571467452
1.0 2.0 1.0 0.0 1.0 2.0 -81.62222259248833 -1.3452465257518244e-43 281.52633228133715
1.0 2.0 1.0 0.0 2.0 2.0 1.0947644252537633e-47 -4.3790577010150533e-47 281.52633228133715
1.0 2.0 2.0 0.0 1.0 3.0 3.1047563083183998 -4.3621860675045825e-40 -0.014605842806574933
1.0 2.0 2.0 0.0 2.0 3.0 0.05265331375040805 1.7219155529623352e-40 -0.014605842806574933
1.0 2.0 2.0 0.0 1.0 4.0 -99.99999999999997 3.1554436208840472e-30 -74.70168664852974
1.0 2.0 2.0 0.0 2.0 4.0 -99.99999999999997 -7.888609052210118e-31 -74.70168664852974
1.0 2.0 1.0 0.0 1.0 5.0 3.2164324284128463 2.0222264416065976e-32 0.015628610006859
1.0 2.0 1.0 0.0 2.0 5.0 1.0592614694129797e-33 -9.533353224716817e-33 0.015628610006859
1.0 2.0 0.0 0.0 1.0 6.0 0.0 0.0 0.7396206598864331
1.0 2.0 0.0 0.0 2.0 6.0 0.0 0.0 0.7396206598864331
1.0 2.0 1.0 0.0 1.0 7.0 7.174446298824785e-32 6.842277657836021e-49 -0.26339762669121464
1.0 2.0 1.0 0.0 2.0 7.0 1.9162018402834513 -3.0790249460262094e-48 -0.26339762669121464
1.0 2.0 1.0 0.0 1.0 8.0 -7.20892975828743e-32 2.0845648332406333e-68 -387.85194853074864
1.0 2.0 1.0 0.0 2.0 8.0 -1002.9267640745142 2.1382117680737565e-50 -387.85194853074864
1.0 2.0 2.0 0.0 1.0 9.0 -9.776100960583683 9.244463733058732e-33 35.04116935549025
1.0 2.0 2.0 0.0 2.0 9.0 -88.34257729295341 2.465190328815662e-32 35.04116935549025
1.0 2.0 1.0 0.01 1.0 1.0 3.1300813294378 1.0947644252537633e-47 0.4070690188009217
1.0 2.0 1.0 0.01 2.0 1.0 6.842277657836021e-49 -1.3684555315672042e-48 0.4070690188009217
1.0 2.0 1.0 0.01 1.0 2.0 -41.93698757226305 0.0 148.43761183915336
1.0 2.0 1.0 0.01 2.0 2.0 -5.345529420184391e-51 2.6727647100921956e-51 148.43761183915336
1.0 2.0 2.0 0.01 1.0 3.0 1.6376837972899092 -6.162975822039155e-33 -0.07007190273300129
1.0 2.0 2.0 0.01 2.0 3.0 0.7190814633567008 2.6000054249227684e-33 -0.07007190273300129
1.0 2.0 2.0 0.01 1.0 4.0 -49.999999999999986 2.152394441202919e-42 -37.72065365420807
1.0 2.0 2.0 0.01 2.0 4.0 -50.0 -7.174648137343064e-43 -37.72065365420807
1.0 2.0 0.0 0.01 1.0 5.0 0.0 0.0 0.7396206598864331
1.0 2.0 0.0 0.01 2.0 5.0 1.401298464324817e-45 0.0 0.7396206598864331
1.0 2.0 1.0 0.01 1.0 6.0 2.9668960197240175e-32 3.291384182302405e-37 -191.15761423302675
1.0 2.0 1.0 0.01 2.0 6.0 -497.3815994465861 1.6851887013388314e-34 -191.15761423302675
1.0 2.0 1.0 0.01 1.0 7.0 0.0 -7.52316384526264e-37 -0.28542131852382735
1.0 2.0 1.0 0.01 2.0 7.0 1.9319272296436192 1.128474576789396e-36 -0.28542131852382735
1.0 2.0 2.0 0.01 1.0 8.0 1.0000000000000007 3.747089299799806e-30 0.05525660375443264
1.0 2.0 2.0 0.01 2.0 8.0 0.9999999999999996 -1.4791141972893971e-30 0.05525660375443264
1.0 2.0 2.0 0.01 1.0 9.0 -4.939662463562627 2.8698592549372254e-42 17.741481678870826
1.0 2.0 2.0 0.01 2.0 9.0 -44.418134745992525 5.739718509874451e-41 17.741481678870826
1.0 2.0 1.0 0.02 1.0 1.0 3.0533455398154214 9.244463733058732e-33 0.76146009609271
1.0 2.0 1.0 0.02 2.0 1.0 0.0 -1.1555579666323415e-33 0.76146009609271
1.0 2.0 2.0 0.02 1.0 2.0 1.0000000000000027 2.938735877055719e-38 0.019203011794190095
