x1	x2
0.759441372025387	2.18348432748445
0.805372315857362	2.10282161162678
0.852293180978619	2.02494476875367
0.900065561501256	1.94983573728062
0.948537829875991	1.87746201789683
0.997546378633561	1.80777760578579
1.04691708474793	1.74072420913303
1.09646694644894	1.67623268168251
1.14600583605586	1.61422459951672
1.19533831060746	1.55461391547187
1.24426542431741	1.49730862986871
1.29258649246553	1.44221242367898
1.34010076431522	1.38922620940096
1.38660897201968	1.33824956504784
1.43191473229304	1.28918202696524
1.47582578707045	1.24192422697711
1.51815507786684	1.19637886807241
1.55872165568669	1.15245154014541
1.59735143396523	1.11005138304033
1.63387779612973	1.06909160833639
1.66814207207522	1.02948989407094
1.69999389934937	0.991168668137198
1.72929148536514	0.954055296645775
1.75590178674873	0.918082193347697
1.77970062120373	0.883186865504637
1.80057272622877	0.849311910557821
1.81841177782517	0.816404976753468
1.8331203811052	0.784418699660617
1.84461004355903	0.753310625367309
1.85280114073612	0.723043130139632
1.85762288330117	0.693583345532786
1.85901329388246	0.664903097399822
1.85691920187991	0.636978866992088
1.85129626448302	0.609791782425915
1.84210902261048	0.583327649249621
1.8293310013843	0.557577029743148
1.81294486617055	0.53253538199881
1.79294264726308	0.508203271873226
1.76932604910174	0.484586673711882
1.74210686369491	0.461697379523166
1.71130751291652	0.439553541275363
1.67696175090695	0.418180377546092
1.6391155663626	0.397611084305497
1.59782833560186	0.37788800071404
1.55317429161933	0.35906409513669
1.50524439266165	0.341204854893261
1.45414869696984	0.324390686373357
1.40001937883161	0.308719960639894
1.34301455488374	0.294312873439159
1.28332312692123	0.281316325849521
1.22117088286273	0.269910067191778
1.15682811819174	0.260314362492645
1.09061901946166	0.252799426060627
1.02293293810689	0.247696749387516
0.954237385946931	0.245412154734757
0.885091957366764	0.246439779362477
0.816161227861223	0.251375040067877
0.748222808310357	0.260922757385449
0.682164198301993	0.275894082760712
0.618959637001405	0.297183427206961
0.559617862578995	0.325716302485648
0.50509687584994	0.36236417052213
0.45619475587578	0.40783534890392
0.413442792987115	0.462568238072841
0.377036967899213	0.526662899112647
0.346834037224878	0.599877242776158
0.322411439046741	0.681687043911127
0.303164472184545	0.771383235645378
0.28840659162661	0.868172326860153
0.277448898110497	0.971256022495565
0.269650755395247	1.07988198254744
0.264444808749634	1.19336899677043
0.261344094804622	1.31111427058395
0.259938712796205	1.43259030057121
0.25988751864033	1.5573368144097
0.260908208587518	1.68495116404653
0.26276759454338	1.81507901174989
0.265272883963604	1.94740618829363
0.268264218417168	2.08165209994435
0.271608436215166	2.21756488834326
0.275193881623825	2.354918660992
0.27892599281309	2.49351363468734
0.282723263113969	2.63318153065211
0.286512764728127	2.77380311381251
0.290222903925206	2.91536129716967
0.293763748225153	3.05813190248284
0.296929203783699	3.20371497531416
0.295490588899186	3.39721698334143
0.295505949877153	3.39705000837136
0.310539374022676	3.41226576841976
0.310555311560411	3.4120993701002
0.343924886134551	3.25071065766508
0.374337296452381	3.13870545071014
0.406088164024208	3.03122655726873
0.439351489875602	2.92664183896005
0.474168008879348	2.82462627641755
0.51054129005023	2.72512893192454
0.548454666351552	2.62817944571979
0.587875325358497	2.53383177748665
0.628755235113879	2.44214311664111
0.671031171175303	2.35316447550538
0.714624553966739	2.2669359711733
