x	y
1.14130783830351	0.0718050028808474
1.1345470545559	0.14332662421991
1.12330873190921	0.214282600852882
1.10763722288861	0.284392901956696
1.08759437578059	0.353380834203245
1.06325929054596	0.42097413374154
1.03472800664852	0.486906040698745
1.00211312403109	0.550916351959523
0.965543358735052	0.612752448068856
0.925163034916887	0.672170290205627
0.881131515266691	0.728935383292352
0.833622572076435	0.78282370144012
0.78282370144012	0.833622572076435
0.728935383292351	0.881131515266691
0.672170290205627	0.925163034916887
0.612752448068856	0.965543358735052
0.550916351959523	1.00211312403109
0.486906040698745	1.03472800664852
0.42097413374154	1.06325929054596
0.353380834203245	1.08759437578059
0.284392901956696	1.10763722288861
0.214282600852882	1.12330873190921
0.14332662421991	1.1345470545559
0.0718050028808473	1.14130783830351
-1.83899181529912e-16	1.14356440142728
-0.0718050028808475	1.14130783830351
-0.14332662421991	1.1345470545559
-0.214282600852882	1.12330873190921
-0.284392901956696	1.10763722288861
-0.353380834203245	1.08759437578059
-0.42097413374154	1.06325929054596
-0.486906040698745	1.03472800664852
-0.550916351959523	1.00211312403109
-0.612752448068857	0.965543358735052
-0.672170290205627	0.925163034916887
-0.728935383292352	0.881131515266691
-0.78282370144012	0.833622572076435
-0.833622572076435	0.78282370144012
-0.881131515266691	0.728935383292351
-0.925163034916887	0.672170290205627
-0.965543358735052	0.612752448068856
-1.00211312403109	0.550916351959523
-1.03472800664852	0.486906040698745
-1.06325929054596	0.42097413374154
-1.08759437578059	0.353380834203245
-1.10763722288861	0.284392901956696
-1.12330873190921	0.214282600852882
-1.1345470545559	0.143326624219909
-1.14130783830351	0.0718050028808472
-1.14356440142728	-3.67798363059824e-16
-1.14130783830351	-0.0718050028808474
-1.1345470545559	-0.14332662421991
-1.12330873190921	-0.214282600852882
-1.10763722288861	-0.284392901956696
-1.08759437578059	-0.353380834203245
-1.06325929054596	-0.420974133741541
-1.03472800664852	-0.486906040698745
-1.00211312403109	-0.550916351959523
-0.965543358735052	-0.612752448068856
-0.925163034916887	-0.672170290205627
-0.881131515266691	-0.728935383292352
-0.833622572076435	-0.78282370144012
-0.78282370144012	-0.833622572076435
-0.728935383292351	-0.881131515266691
-0.672170290205627	-0.925163034916887
-0.612752448068856	-0.965543358735052
-0.550916351959523	-1.00211312403109
-0.486906040698745	-1.03472800664852
-0.42097413374154	-1.06325929054596
-0.353380834203245	-1.08759437578059
-0.284392901956696	-1.10763722288861
-0.214282600852882	-1.12330873190921
-0.143326624219909	-1.1345470545559
-0.0718050028808472	-1.14130783830351
-2.10069372574017e-16	-1.14356440142728
0.0718050028808478	-1.14130783830351
0.14332662421991	-1.1345470545559
0.214282600852882	-1.12330873190921
0.284392901956696	-1.10763722288861
0.353380834203245	-1.08759437578059
0.420974133741541	-1.06325929054596
0.486906040698745	-1.03472800664852
0.550916351959523	-1.00211312403109
0.612752448068856	-0.965543358735052
0.672170290205628	-0.925163034916887
0.728935383292352	-0.881131515266691
0.78282370144012	-0.833622572076435
0.833622572076436	-0.78282370144012
0.881131515266691	-0.728935383292351
0.925163034916887	-0.672170290205626
0.965543358735052	-0.612752448068856
1.00211312403109	-0.550916351959523
1.03472800664852	-0.486906040698745
1.06325929054596	-0.42097413374154
1.08759437578059	-0.353380834203244
1.10763722288861	-0.284392901956696
1.12330873190921	-0.214282600852882
1.1345470545559	-0.143326624219909
1.14130783830351	-0.0718050028808473
1.14356440142728	-2.80092496765356e-16
