x	y
1.14276708183835	0.0718968107022841
1.13599765394615	0.143509877539255
1.12474496230179	0.214556576453004
1.10905341613832	0.28475651858107
1.08898494281967	0.353832656823175
1.0646187434416	0.421512379219563
1.0360509802612	0.48752858482586
1.00339439718838	0.551620737838473
0.966777874837158	0.613535895810381
0.926345921892749	0.673029707899414
0.882258104801825	0.729867379209394
0.834688418036636	0.783824597418322
0.783824597418322	0.834688418036636
0.729867379209394	0.882258104801825
0.673029707899414	0.926345921892749
0.613535895810381	0.966777874837158
0.551620737838473	1.00339439718838
0.48752858482586	1.0360509802612
0.421512379219563	1.0646187434416
0.353832656823175	1.08898494281967
0.28475651858107	1.10905341613832
0.214556576453004	1.12474496230179
0.143509877539255	1.13599765394615
0.071896810702284	1.14276708183835
-1.84134309759741e-16	1.14502653013915
-0.0718968107022842	1.14276708183835
-0.143509877539255	1.13599765394615
-0.214556576453005	1.12474496230179
-0.28475651858107	1.10905341613832
-0.353832656823175	1.08898494281967
-0.421512379219563	1.0646187434416
-0.48752858482586	1.0360509802612
-0.551620737838473	1.00339439718838
-0.613535895810382	0.966777874837157
-0.673029707899414	0.926345921892749
-0.729867379209394	0.882258104801825
-0.783824597418322	0.834688418036636
-0.834688418036637	0.783824597418322
-0.882258104801825	0.729867379209394
-0.926345921892749	0.673029707899415
-0.966777874837158	0.613535895810381
-1.00339439718838	0.551620737838473
-1.0360509802612	0.48752858482586
-1.0646187434416	0.421512379219563
-1.08898494281967	0.353832656823174
-1.10905341613832	0.28475651858107
-1.12474496230179	0.214556576453004
-1.13599765394615	0.143509877539255
-1.14276708183835	0.0718968107022838
-1.14502653013915	-3.68268619519482e-16
-1.14276708183835	-0.0718968107022841
-1.13599765394615	-0.143509877539255
-1.12474496230179	-0.214556576453005
-1.10905341613832	-0.28475651858107
-1.08898494281967	-0.353832656823175
-1.0646187434416	-0.421512379219563
-1.0360509802612	-0.48752858482586
-1.00339439718838	-0.551620737838473
-0.966777874837157	-0.613535895810381
-0.926345921892749	-0.673029707899415
-0.882258104801825	-0.729867379209394
-0.834688418036636	-0.783824597418322
-0.783824597418322	-0.834688418036636
-0.729867379209394	-0.882258104801825
-0.673029707899415	-0.926345921892749
-0.613535895810381	-0.966777874837158
-0.551620737838473	-1.00339439718838
-0.487528584825859	-1.0360509802612
-0.421512379219563	-1.0646187434416
-0.353832656823175	-1.08898494281967
-0.28475651858107	-1.10905341613832
-0.214556576453004	-1.12474496230179
-0.143509877539254	-1.13599765394615
-0.0718968107022839	-1.14276708183835
-2.10337961261056e-16	-1.14502653013915
0.0718968107022845	-1.14276708183835
0.143509877539255	-1.13599765394615
0.214556576453005	-1.12474496230179
0.28475651858107	-1.10905341613832
0.353832656823174	-1.08898494281967
0.421512379219563	-1.0646187434416
0.48752858482586	-1.0360509802612
0.551620737838474	-1.00339439718838
0.613535895810381	-0.966777874837157
0.673029707899415	-0.926345921892748
0.729867379209394	-0.882258104801825
0.783824597418322	-0.834688418036636
0.834688418036637	-0.783824597418322
0.882258104801825	-0.729867379209394
0.926345921892749	-0.673029707899414
0.966777874837158	-0.613535895810381
1.00339439718838	-0.551620737838473
1.0360509802612	-0.487528584825859
1.0646187434416	-0.421512379219563
1.08898494281967	-0.353832656823174
1.10905341613832	-0.28475651858107
1.12474496230179	-0.214556576453004
1.13599765394615	-0.143509877539254
1.14276708183835	-0.071896810702284
1.14502653013915	-2.80450615014742e-16
