x	y	set
-0.0588903021060623	-0.0842273537862888	1
-0.0123027414405479	-0.0768657866237177	2
0.0261385522501136	-0.10881551200149	3
-0.0631606223628667	-0.0868567356689136	1
-0.0164454618042229	-0.0768121194328268	2
0.020082307110621	-0.105946252846043	3
-0.0671816884238881	-0.0891433469534013	1
-0.0205251579766939	-0.0764585514920331	2
0.0139420485924342	-0.102681346982533	3
-0.0709376896967351	-0.0910782225056159	1
-0.024526889129159	-0.0758079986510483	2
0.007740545496836	-0.0990394819607388	3
-0.0744138580683453	-0.0926537817099959	1
-0.0284359512169901	-0.0748644651916885	2
0.00150091662556273	-0.0950404960587061	3
-0.0775965253234374	-0.0938638575167772	1
-0.0322379200573517	-0.0736330075422931	2
-0.00475344478328465	-0.0907052180973462	3
-0.0804731762926545	-0.0947037199812659	1
-0.035918694629429	-0.0721196954840428	2
-0.0109989498202663	-0.0860553123149115	3
-0.0830324975329997	-0.0951700942147038	1
-0.039464540573223	-0.0703315712316954	2
-0.0172118955895406	-0.0811131297841552	3
-0.0852644213595257	-0.0952611726870309	1
-0.0428621338425763	-0.0682766067527678	2
-0.0233685494935865	-0.0759015676020549	3
-0.0871601650640978	-0.09497662184266	1
-0.046098604447705	-0.0659636596678366	2
-0.0294452357642714	-0.0704439368296819	3
-0.088712265174445	-0.0943175830112093	1
-0.0491615802022272	-0.0634024280507883	2
-0.0354184238592754	-0.0647638399140735	3
-0.0899146066245384	-0.0932866676158934	1
-0.0520392303696873	-0.0606034044219315	2
-0.0412648183208706	-0.0588850580898812	3
-0.0907624467256056	-0.0918879467029567	1
-0.0547203090850654	-0.0575778291992415	2
-0.0469614496773996	-0.052831449040029	3
-0.0912524338456941	-0.0901269348360265	1
-0.0571941984078406	-0.0543376438440428	2
-0.0524857659560174	-0.0466268548946311	3
-0.0913826207246469	-0.0880105684195434	1
-0.0594509508450023	-0.0508954439074858	2
-0.0578157243680184	-0.040295020467948	3
-0.0911524723705921	-0.0855471785354889	1
-0.0614813311650624	-0.0472644321535904	2
-0.0629298827247782	-0.033859521475293	3
-0.0905628685034852	-0.0827464583973019	1
-0.0632768573077125	-0.0434583719037551	2
-0.0678074901425516	-0.0273437023358842	3
-0.0896161005309093	-0.0796194255442784	1
-0.0648298401783811	-0.0394915407167744	2
-0.0724285765974497	-0.0207706230532736	3
-0.0883158630611045	-0.0761783789186576	1
-0.0661334221026624	-0.0353786844878723	2
-0.0767740408973614	-0.0141630145713298	3
-0.0866672399780806	-0.0724368509861273	1
-0.0671816137024694	-0.0311349720203558	2
-0.0808257366448124	-0.00754324192946965	3
-0.0846766851235543	-0.0684095550784438	1
-0.0679693289439169	-0.0267759500944809	2
-0.0845665557732176	-0.000933274484326008	3
-0.0823519976503522	-0.0641123281543321	1
-0.0684924180964326	-0.0223174990302883	2
-0.0879805092481822	0.00564533757548635	3
-0.0797022921317074	-0.0595620691916592	1
-0.0687476983335393	-0.017775788714786	2
-0.0910528045349954	0.0121714812212929	3
-0.0767379635305621	-0.0547766734400958	1
-0.068732981698252	-0.0131672350391527	2
-0.0937699194427677	0.018624493897008	3
-0.073470647152446	-0.0497749627789856	1
-0.0684471001502243	-0.00850845666893907	2
-0.0961196719645256	0.0249841729704897	3
-0.0699131737247178	-0.0445766124399229	1
-0.0678899274078344	-0.00381623204973658	2
-0.0980912857406493	0.0312307821368906	3
-0.0660795197638344	-0.039202074367531	1
-0.0670623972964477	0.000892543467183482	2
-0.0996754507801778	0.0373450555755874	3
-0.0619847534107971	-0.0336724975050815	1
-0.0659665183144049	0.00560090050998974	2
-0.100864379080616	0.0433082006448859	3
-0.0576449759329372	-0.0280096453038619	1
-0.0646053841310248	0.0102918387250305	2
-0.101651854791962	0.0491018998767949	3
-0.0530772591076996	-0.0222358107665448	1
-0.06298317973639	0.0149483701208735	2
-0.102033278574883	0.0547083130086671	3
-0.0482995787209153	-0.0163737293451311	1
-0.0611051829711373	0.0195535628744673	2
-0.1020057058065	0.0601100797600377	3
-0.043330744428274	-0.010446490023388	1
-0.0589777611762519	0.0240905857574499	2
-0.101567878290575	0.0652903240320227	3
-0.0381903262440719	-0.0044774449218925	1
-0.0566083627182323	0.0285427533375703	2
-0.100720249132358	0.0702326601732637	3
-0.0328985779359316	0.00150988222907189	1
-0.0540055031643192	0.032893572102573	2
-0.0994650004427691	0.0749212019205959	3
-0.027476357617801	0.00749188839763426	1
-0.0511787459060551	0.0371267876414519	2
-0.0978060535425662	0.0793405745840168	3
-0.0219450458462265	0.0134449839836253	1
-0.04813867705758	0.0412264330004274	2
-0.0957490713456335	0.083475931003644	3
-0.0163264615364853	0.0193456856177663	1
-0.0448968744880396	0.0451768783081765	2
-0.0933014526124896	0.0873129717604164	3
-0.010642776025606	0.0251707086653745	1
-0.0414658708854945	0.0489628817365372	2
-0.0904723177816387	0.0908379700714917	3
-0.00491642561855987	0.0308970590724206	1
-0.0378591107929318	0.0525696418290998	2
-0.0872724861086036	0.0940378017445267	3
0.000829977038128815	0.0365021241923803	1
-0.0340909016054296	0.0559828511907865	2
-0.0837144438715878	0.0968999805013186	3
0.00657373240447501	0.0419637622343266	1
-0.0301763585711494	0.059188751486858	2
-0.0798123034398677	0.0994126989094098	3
0.0122921439607212	0.0472603899761563	1
-0.0261313438974116	0.0621741896500955	2
-0.0755817530473446	0.101564875079239	3
0.0179626082267255	0.0523710683917289	1
-0.0219724001262682	0.0649266751406243	2
-0.0710399971701581	0.103346205193207	3
0.0235627045248634	0.0572755858470428	1
-0.0177166780111533	0.0674344380446495	2
-0.0662056874746992	0.104747221830923	3
0.0290702841235154	0.0619545385284013	1
-0.013381859196596	0.0696864877371063	2
-0.0610988443812732	0.105759357941325	3
0.0344635583989999	0.066389407774784	1
-0.0089860740756349	0.0716726717699699	2
-0.0557407693792302	0.106375016187308	3
0.0397211856562316	0.0705626339973863	1
-0.00454781527326897	0.0733837345839949	2
-0.0501539483313374	0.106587643252213	3
0.044822356252378	0.0744576868814533	1
-8.58472776124053e-05	0.0748113755784433	2
-0.0443619461177354	0.106391808551023	3
0.0497468756734039	0.0780591315791196	1
0.00438088718821994	0.075948306012615	2
-0.0383892930916314	0.105783286633871	3
0.0544752452206059	0.0813526906169093	1
0.00883336339285223	0.0767883041564839	2
-0.0322613639479143	0.104759142407852	3
0.0589887399730565	0.0843253012578514	1
0.0132525726993592	0.0773262680574576	2
-0.0260042497394775	0.103317818138063	3
0.0632694837022511	0.0869651680757115	1
0.0176196217668539	0.0775582652481399	2
-0.0196446239108694	0.101459221024147	3
0.0673005204271622	0.0892618105176284	1
0.021915832028887	0.0774815786879867	2
-0.0132096033510014	0.0991848099887755	3
0.0710658823113066	0.0912061052513549	1
0.0261228385929603	0.0770947482117142	2
-0.00672660559161309	0.0964976801646762	3
0.074550653618264	0.0927903231142839	1
0.0302226876848053	0.0763976067509502	2
-0.000223203391172655	0.0934026434324973	3
0.0777410304582999	0.0940081605034104	1
0.0341979317548399	0.0753913106042767	2
