x	y
0.912349980745645	0.057400195457486
0.906945478371313	0.114573858567156
0.897961676537826	0.171295351000879
0.885434030206711	0.227340818941603
0.8694119802747	0.282489076532105
0.849958758453097	0.336522478794518
0.8271511377211	0.389227780575625
0.801079129337927	0.440396978128059
0.771845627609499	0.489828130006062
0.739566003811621	0.537326154036118
0.704367650872267	0.582703597217162
0.666389480609891	0.625781375511941
0.625781375511941	0.666389480609891
0.582703597217162	0.704367650872267
0.537326154036118	0.739566003811621
0.489828130006062	0.771845627609499
0.440396978128059	0.801079129337927
0.389227780575625	0.8271511377211
0.336522478794518	0.849958758453097
0.282489076532105	0.8694119802747
0.227340818941603	0.885434030206711
0.171295351000879	0.897961676537826
0.114573858567156	0.906945478371313
0.057400195457486	0.912349980745645
-1.47007151880558e-16	0.914153854559032
-0.0574001954574861	0.912349980745645
-0.114573858567156	0.906945478371313
-0.171295351000879	0.897961676537825
-0.227340818941603	0.885434030206711
-0.282489076532105	0.8694119802747
-0.336522478794518	0.849958758453097
-0.389227780575625	0.8271511377211
-0.440396978128059	0.801079129337927
-0.489828130006062	0.771845627609499
-0.537326154036118	0.739566003811621
-0.582703597217162	0.704367650872267
-0.625781375511941	0.66638948060989
-0.666389480609891	0.625781375511941
-0.704367650872267	0.582703597217162
-0.739566003811621	0.537326154036118
-0.771845627609499	0.489828130006062
-0.801079129337927	0.440396978128059
-0.8271511377211	0.389227780575625
-0.849958758453097	0.336522478794518
-0.8694119802747	0.282489076532105
-0.885434030206711	0.227340818941603
-0.897961676537826	0.171295351000879
-0.906945478371313	0.114573858567156
-0.912349980745645	0.0574001954574858
-0.914153854559032	-2.94014303761116e-16
-0.912349980745645	-0.057400195457486
-0.906945478371313	-0.114573858567156
-0.897961676537825	-0.171295351000879
-0.885434030206711	-0.227340818941603
-0.8694119802747	-0.282489076532105
-0.849958758453097	-0.336522478794518
-0.8271511377211	-0.389227780575625
-0.801079129337927	-0.440396978128059
-0.771845627609499	-0.489828130006062
-0.739566003811621	-0.537326154036118
-0.704367650872267	-0.582703597217162
-0.666389480609891	-0.625781375511941
-0.625781375511941	-0.666389480609891
-0.582703597217162	-0.704367650872267
-0.537326154036118	-0.739566003811621
-0.489828130006062	-0.771845627609499
-0.440396978128059	-0.801079129337927
-0.389227780575625	-0.8271511377211
-0.336522478794518	-0.849958758453097
-0.282489076532105	-0.8694119802747
-0.227340818941603	-0.885434030206711
-0.171295351000879	-0.897961676537826
-0.114573858567156	-0.906945478371313
-0.0574001954574859	-0.912349980745645
-1.6792733878709e-16	-0.914153854559032
0.0574001954574863	-0.912349980745645
0.114573858567156	-0.906945478371313
0.171295351000879	-0.897961676537825
0.227340818941603	-0.885434030206711
0.282489076532105	-0.8694119802747
0.336522478794518	-0.849958758453097
0.389227780575625	-0.8271511377211
0.440396978128059	-0.801079129337926
0.489828130006062	-0.771845627609499
0.537326154036118	-0.739566003811621
0.582703597217162	-0.704367650872267
0.625781375511941	-0.666389480609891
0.666389480609891	-0.625781375511941
0.704367650872267	-0.582703597217162
0.739566003811622	-0.537326154036117
0.771845627609499	-0.489828130006062
0.801079129337927	-0.440396978128059
0.8271511377211	-0.389227780575625
0.849958758453097	-0.336522478794518
0.8694119802747	-0.282489076532104
0.885434030206711	-0.227340818941603
0.897961676537826	-0.171295351000879
0.906945478371313	-0.114573858567156
0.912349980745645	-0.0574001954574859
0.914153854559032	-2.23903118382787e-16
