x1	x2
1.09299578923679	1.79133069950238
1.12866364356242	1.77987869704432
1.16412446388635	1.76584164028608
1.19929533145494	1.74937474172988
1.23408799051956	1.7306331595627
1.26840915136907	1.70977072739575
1.3021608474596	1.68693882645258
1.33524084177765	1.66228540446183
1.36754307715269	1.63595414177325
1.3989581649158	1.60808376194435
1.42937390608829	1.57880748128902
1.4586758391825	1.54825258965817
1.48674780870613	1.51654015302945
1.51347254857762	1.48378482729063
1.53873227487734	1.45009477186904
1.56240928266748	1.41557165153472
1.58438654200166	1.38031071473152
1.60454828869985	1.34440093710961
1.62278060597195	1.30792521948701
1.63897199352009	1.27096063020274
1.65301392132257	1.23357868269169
1.66480136588962	1.19584564006758
1.6742333273727	1.15782283950995
1.68121332649806	1.11956703028539
1.6856498808764	1.08113072026946
1.68745696081287	1.04256252686031
1.68655442530734	1.00390752917943
1.68286843949922	0.965207619438301
1.6763318753858	0.926501852318187
1.66688469824214	0.887826792176308
1.65447434181713	0.849216858875557
1.63905607610189	0.81070467406667
1.6205933723043	0.772321410870467
1.59905827066611	0.734097151167103
1.57443175799793	0.696061256170008
1.54670416337251	0.65824275773877
1.51587558243374	0.620670780094802
1.48195634341595	0.583375004418401
1.44496753145898	0.54638619246143
1.4049415924706	0.509736790131662
1.36192304407925	0.473461638445515
1.31596932976748	0.437598827939563
1.26715186396981	0.402190744470797
1.21555733201608	0.367285370582246
1.16128933108066	0.332937929045436
1.10447046925938	0.299212986317807
1.04524508301416	0.26618717694832
0.983782793202637	0.233952770135026
0.920283202804725	0.202622382743802
0.854982152261555	0.172335256133648
0.788160097015012	0.143265663062449
0.720153355344841	0.115634194737896
0.651369169490049	0.0897228732773754
0.582305646949588	0.0658951590868417
0.513577481348595	0.0446217555265589
0.445947382531334	0.026512143900455
0.380360342656967	0.0123489793396119
0.317971548524644	0.00311616203969822
0.260147351013861	-5.76384923887792e-10
0.208404320451907	0.00432849318175279
0.164247443097992	0.0174098119652212
0.128902524236675	0.0402650212283672
0.103022545497679	0.0733348242106791
0.0865217100215087	0.116314054344823
0.0786446824970922	0.168221432972755
0.0782222531758264	0.227655828376545
0.0839609756999381	0.29308657272848
0.0946496972789343	0.363060761899486
0.109257914973612	0.436302477657782
0.126956403651592	0.511734382644556
0.147098495591349	0.588460071618011
0.169188082959713	0.665733252002845
0.19284740512143	0.742926815396367
0.217789549063916	0.819506725463633
0.243796636024012	0.895011689505901
0.270703114356305	0.969038024621882
0.29838315666325	1.04122870375297
0.326741188556464	1.11126559246099
0.355704746071784	1.17886405310925
0.385219043673167	1.24376927433641
0.415242793138425	1.30575383871486
0.445744937208448	1.36461616227593
0.476702054254672	1.42017952993393
0.508096257855123	1.47229151743476
0.539913464268393	1.52082363966082
0.572141936373224	1.56567110207682
0.604771038473089	1.60675256062158
0.637790155190199	1.6440098181461
0.671187741444275	1.67740740440017
0.704950480608976	1.70693200275746
0.739062535337986	1.73259170104158
0.773504880944964	1.7544150563374
0.808254715102099	1.77244997468174
0.84328494035041	1.78676241602967
0.87856371775735	1.79743494282484
0.914054091214662	1.80456513679111
0.949713682497148	1.8082639131604
0.985494457423584	1.80865376446106
1.02134256337259	1.80586696727712
1.05719823808911	1.80004378517885
