x	y	set
1.05889030210606	1.08422735378629	1
1.06316062236287	1.08685673566891	1
1.06718168842389	1.0891433469534	1
1.07093768969674	1.09107822250562	1
1.07441385806835	1.09265378171	1
1.07759652532344	1.09386385751678	1
1.08047317629265	1.09470371998127	1
1.083032497533	1.0951700942147	1
1.08526442135953	1.09526117268703	1
1.0871601650641	1.09497662184266	1
1.08871226517444	1.09431758301121	1
1.08991460662454	1.09328666761589	1
1.09076244672561	1.09188794670296	1
1.09125243384569	1.09012693483603	1
1.09138262072465	1.08801056841954	1
1.09115247237059	1.08554717853549	1
1.09056286850349	1.0827464583973	1
1.08961610053091	1.07961942554428	1
1.0883158630611	1.07617837891866	1
1.08666723997808	1.07243685098613	1
1.08467668512355	1.06840955507844	1
1.08235199765035	1.06411232815433	1
1.07970229213171	1.05956206919166	1
1.07673796353056	1.0547766734401	1
1.07347064715245	1.04977496277899	1
1.06991317372472	1.04457661243992	1
1.06607951976383	1.03920207436753	1
1.0619847534108	1.03367249750508	1
1.05764497593294	1.02800964530386	1
1.0530772591077	1.02223581076654	1
1.04829957872092	1.01637372934513	1
1.04333074442827	1.01044649002339	1
1.03819032624407	1.00447744492189	1
1.03289857793593	0.998490117770928	1
1.0274763576178	0.992508111602366	1
1.02194504584623	0.986555016016375	1
1.01632646153649	0.980654314382234	1
1.01064277602561	0.974829291334626	1
1.00491642561856	0.96910294092758	1
0.999170022961871	0.963497875807619	1
0.993426267595525	0.958036237765673	1
0.987707856039279	0.952739610023844	1
0.982037391773275	0.947628931608271	1
0.976437295475137	0.942724414152957	1
0.970929715876484	0.938045461471599	1
0.965536441601	0.933610592225216	1
0.960278814343769	0.929437366002614	1
0.955177643747622	0.925542313118547	1
0.950253124326596	0.92194086842088	1
0.945524754779394	0.918647309383091	1
0.941011260026943	0.915674698742149	1
0.936730516297749	0.913034831924288	1
0.932699479572838	0.910738189482371	1
0.928934117688694	0.908793894748646	1
0.925449346381736	0.907209676885716	1
0.9222589695417	0.905991839496589	1
0.919375623923763	0.905145234931809	1
0.916810728550558	0.904673244408111	1
0.914574439015372	0.904577764028741	1
0.912675606876949	0.904859196770765	1
0.911121744314582	0.905516450479478	1
0.909918994189557	0.906546941884453	1
0.909072105635768	0.9079466066261	1
0.908584415278508	0.909709915255859	1
0.908457834156167	0.911829895147522	1
0.908692840395014	0.914298158231778	1
0.909288477662494	0.917104934441056	1
0.910242359399714	0.92023911072722	1
0.911550678809066	0.92368827549077	1
0.913208224548473	0.927438768237085	1
0.915208402059609	0.931475734252948	1
0.917543260433742	0.935783184075393	1
0.920203524695774	0.940344057504655	1
0.923178633364614	0.945140291894128	1
0.926456781126419	0.950152894432466	1
0.930024966436497	0.955362018116723	1
0.933869043845927	0.960747041100507	1
0.93797378083026	0.966286649087792	1
0.942322918880118	0.971958920431225	1
0.946899238597171	0.977741413583559	1
0.951684628523868	0.983611256542286	1
0.956660157421529	0.98954523792062	1
0.961806149698966	0.995519899272752	1
0.967102263682709	1.0015116282977	1
0.972527572410276	1.0074967525442	1
0.978060646619632	1.01345163323869	1
0.98367963960114	1.01935275886	1
0.989362373572846	1.02517683808701	1
0.995086427235932	1.03090089175009	1
1.00082922416445	1.03650234342331	1
1.00656812168224	1.04195910830129	1
1.01228049987986	1.04724968001378	1
1.01794385042585	1.05235321504084	1
1.02353586482916	1.05724961440294	1
1.02903452181342	1.06191960231251	1
1.03441817346893	1.06634480148734	1
1.03966562985419	1.07050780484058	1
1.04475624172643	1.07439224327754	1
1.04966998108853	1.07798284934606	1
1.05438751924956	1.08126551650414	1
1.16571273835204	1.23711841320144	2
1.17772078865006	1.24450184332489	2
1.18902755562323	1.25092044638344	2
1.19958887971078	1.25634935700673	2
1.20936351455172	1.26076758687519	2
1.21831328301592	1.2641581007585	2
1.22640322167956	1.26650787751238	2
1.23360171326908	1.2678079558878	2
1.23988060663489	1.26805346505671	2
1.24521532385451	1.26724363980705	2
1.24958495410266	1.26538182040822	2
1.25297233396534	1.26247543719522	2
1.25536411391429	1.25853597996603	2
1.25675081069863	1.25357895233239	2
1.25712684545118	1.24762381120879	2
1.25649056734898	1.24069389166817	2
1.25484426270978	1.23281631743622	2
1.2521941494495	1.22402189733826	2
1.24855035686999	1.21434500805479	2
1.24392689079124	1.2038234635823	2
1.23834158408823	1.19249837183695	2
1.23181603273929	1.18041397887823	2
1.22437551754046	1.16761750126888	2
1.21604891168889	1.15415894712641	2
1.20686857448736	1.14009092645895	2
1.196870231472	1.12546845141609	2
1.18609284131552	1.11034872712143	2
1.17457844990928	1.09479093378977	2
1.16237203207838	1.0788560008663	2
1.14952132143521	1.06260637395939	2
1.13607662892777	1.04610577537074	2
1.12209065068961	1.02941895905801	2
1.10761826584819	1.01261146089505	2
1.09271632499722	0.995749345121957	2
1.07744343008623	0.978898947903869	2
1.06185970652663	0.96212661894034	2
1.04602656835733	0.945498462088557	2
1.03000647735502	0.929080075981757	2
1.01386269701261	0.912936295639347	2
0.997659042345815	0.897130936077037	2
0.981459626519632	0.881726538933346	2
0.965328605315352	0.866784123132991	2
0.949329920482837	0.852362940607578	2
0.933527043042576	0.838520238089435	2
0.917982717616721	0.825311025985123	2
0.902758708877984	0.812787855320949	2
0.887915551209265	0.801000603733449	2
0.87351230266529	0.789996271453207	2
0.859606304319964	0.779818788200452	2
0.846252946069542	0.770508831875457	2
0.833505439941954	0.762103659886044	2
0.82141460193668	0.754636953908269	2
0.810028643387455	0.748138678824973	2
0.79939297280189	0.742634956530312	2
0.789550009087996	0.738147955226933	2
0.780539007027669	0.734695794776389	2
0.77239589580196	0.732292468593014	2
0.765153131312393	0.730947782497189	2
0.758839562977436	0.730667310866194	2
0.753480315613634	0.731452370340072	2
0.74909668693754	0.733300011256738	2
0.745706061147861	0.736203026905474	2
0.743321838967749	0.740149980601502	2
0.741953384445542	0.745125250497274	2
0.74160598872904	0.751109091958927	2
0.742280850944255	0.758077717249818	2
0.743975076225146	0.766003392177682	2
0.746681690856674	0.774854549278494	2
0.750389674410361	0.784595917029089	2
0.755084008669824	0.795188664502643	2
0.760745743064198	0.806590560806786	2
0.767352076250435	0.818756148573907	2
0.774876453411666	0.831636930707614	2
0.783288678768585	0.845181569528794	2
0.792555042734645	0.859336097409476	2
0.80263846308396	0.874044137933352	2
0.813498639443616	0.889247136578247	2
0.825092220369774	0.904884599878525	2
0.837372982219681	0.920894341994362	2
0.85029201898969	0.937212737590069	2
0.863797942252591	0.953774979905291	2
0.877837090296079	0.970515342890782	2
0.892353745537971	0.98736744627457	2
0.907290359272714	1.00426452242438	2
0.922587782787746	1.02113968387812	2
0.938185503877173	1.03792619042569	2
0.95402188777379	1.05455771464206	2
0.970034421518574	1.07096860479334	2
0.986159960789029	1.0870941440638	2
1.00233497821404	1.10287080508231	2
1.01849581221281	1.11823649876132	2
1.03457891540872	1.1331308164991	2
1.05052110168558	1.14749526483724	2
1.06625979097261	1.1612734917092	2
1.0817332508668	1.1744115034615	2
1.09688083422487	1.18685787187757	2
1.11164321188345	1.19856393048383	2
1.12596259969385	1.20948395946853	2
1.13978297908709	1.21957535859584	2
1.15305031041592	1.22879880755055	2
1.27221361321842	1.38968953264422	2
1.29192554886827	1.40179296308789	2
1.3104856693956	1.4123110105396	2
1.32782197110155	1.4212034173776	2
1.34386720227952	1.42843626353464	2
1.35855911066984	1.43398208229051	2
1.37184067268487	1.43781995210282	2
1.38366030374448	1.43993556436	2
1.39397204910966	1.44032126700862	2
1.40273575464956	1.43897608407272	2
1.40991721702404	1.43590571114561	2
1.41548831281117	1.43112248699509	2
1.41942710615609	1.42464534148117	2
1.4217179345655	1.41649972004161	2
1.42235147252066	1.40671748505524	2
1.42132477263136	1.39533679444632	2
1.41864128410476	1.38240195794489	2
1.41431084835566	1.36796327147004	2
1.40834967163971	1.35207683015319	2
1.40078027464851	1.33480432056948	2
1.39163141906499	1.31621279279594	2
1.38093801114013	1.29637441296591	2
1.36874098241724	1.27536619704068	2
1.35508714779848	1.25326972657157	2
1.34002904121956	1.23017084727819	2
1.32362472927312	1.20615935132277	2
1.3059376031986	1.18132864421498	2
1.28703614973715	1.15577539733727	2
1.26699370143266	1.12959918713719	2
1.2458881670463	1.10290212209042	2
1.22380174283914	1.07578845859543	2
1.20082060556721	1.04836420701894	2
1.1770345881242	1.02073672916849	2
1.15253683885825	0.993014328525733	2
1.12742346568129	0.965305834629726	2
1.10179316618007	0.937720183054054	2
1.07574684502792	0.91036599247335	2
1.04938722008381	0.883351140364092	2
1.02281841864962	0.856782338929907	2
0.99614556543723	0.830764712882659	2
0.96947436387248	0.805401380746463	2
0.942910672433087	0.780793041381518	2
0.916560077780227	0.757037567447711	2
0.89052746649889	0.734229607543187	2
0.864916597308335	0.712460198760064	2
0.839829675640847	0.69181639139714	2
0.81536693251323	0.672380887557349	2
0.791626209630542	0.654231695335075	2
0.768702552664722	0.637441800264839	2
0.74668781464145	0.622078855657828	2
0.725670271346292	0.608204893395947	2
0.705734250625795	0.59587605668442	2
0.686959777410286	0.585142356183376	2
0.669422236223016	0.576047450846455	2
0.653192052864807	0.568628454690585	2
0.638334396875171	0.562915770606128	2
0.62490890627019	0.558932952191165	2
0.612969435945173	0.556696594458653	2
0.602563831006927	0.556216254121309	2
0.59373372616745	0.557494400007576	2
0.586514372189076	0.560526394004036	2
0.580934490221834	0.565300502756418	2
0.577016154718323	0.571797940194428	2
